INFO - 2020/03/07 01:31 -- 0:00:00 - model: TextCNN
                                     data_dir: data/THUCNews/
                                     train_text: train.txt
                                     dev_text: dev.txt
                                     test_text: test.txt
                                     class_name: class.txt
                                     public_pretrain: ../public_pretrained/sgns.sogou.char
                                     pretrain_subset: pretrained_subset.npy
                                     train_reindex: train_index.npy
                                     dev_reindex: dev_index.npy
                                     test_reindex: test_index.npy
                                     num_train: 180000
                                     num_validation: 10000
                                     num_test: 10000
                                     num_class: 10
                                     embedding_dim: 300
                                     hidden_size: 64
                                     dropout: 0.5
                                     seq_length: 32
                                     device: cpu
                                     batch_size: 100
                                     num_epochs: 30
                                     num_patience: 2
                                     lr: 0.001
                                     lr_decay: 0.5
                                     optimizer: Adam
                                     init_method: xavier_normal_
                                     freeze_embed: True
                                     torch_seed: 1
                                     bert: False
                                     bert_pretrain_path: bert_pretrain
INFO - 2020/03/07 01:31 -- 0:00:00 - torch model and log file saved directory:/Users/edward/Documents/中文文本分类torch/Chinese_Text_Classification_practicetrain_result/2020_0307_0131/
INFO - 2020/03/07 01:31 -- 0:00:02 - ------------------------------>Training 0th epoch<------------------------------
INFO - 2020/03/07 01:31 -- 0:00:11 - Iter: 100, train loss: 0.65038, train accuracy: 0.82, val loss: 0.56713, val accuracy: 0.8364
INFO - 2020/03/07 01:34 -- 0:02:53 - 0th epoch finished, val epoch loss:0.34723, val epoch accuracy:0.89258
INFO - 2020/03/07 01:34 -- 0:02:53 - ------------------------------>Training 1th epoch<------------------------------
INFO - 2020/03/07 01:34 -- 0:03:02 - Iter: 1900, train loss: 0.27372, train accuracy: 0.89, val loss: 0.29609, val accuracy: 0.9044
INFO - 2020/03/07 01:34 -- 0:03:11 - Iter: 2000, train loss: 0.17799, train accuracy: 0.96, val loss: 0.29677, val accuracy: 0.9058
INFO - 2020/03/07 01:34 -- 0:03:21 - Iter: 2100, train loss: 0.30388, train accuracy: 0.89, val loss: 0.29269, val accuracy: 0.9051
INFO - 2020/03/07 01:35 -- 0:03:30 - Iter: 2200, train loss: 0.26534, train accuracy: 0.92, val loss: 0.29423, val accuracy: 0.9073
INFO - 2020/03/07 01:35 -- 0:03:40 - Iter: 2300, train loss: 0.26714, train accuracy: 0.93, val loss: 0.29085, val accuracy: 0.9088
INFO - 2020/03/07 01:35 -- 0:03:50 - Iter: 2400, train loss: 0.3403, train accuracy: 0.88, val loss: 0.28713, val accuracy: 0.9077
INFO - 2020/03/07 01:35 -- 0:04:00 - Iter: 2500, train loss: 0.32759, train accuracy: 0.91, val loss: 0.28356, val accuracy: 0.9105
INFO - 2020/03/07 01:35 -- 0:04:10 - Iter: 2600, train loss: 0.26233, train accuracy: 0.92, val loss: 0.28699, val accuracy: 0.9116
INFO - 2020/03/07 01:35 -- 0:04:21 - Iter: 2700, train loss: 0.386, train accuracy: 0.87, val loss: 0.28271, val accuracy: 0.9107
INFO - 2020/03/07 01:36 -- 0:04:32 - Iter: 2800, train loss: 0.18286, train accuracy: 0.96, val loss: 0.28092, val accuracy: 0.9123
INFO - 2020/03/07 01:36 -- 0:04:43 - Iter: 2900, train loss: 0.28872, train accuracy: 0.91, val loss: 0.28093, val accuracy: 0.9118
INFO - 2020/03/07 01:36 -- 0:04:55 - Iter: 3000, train loss: 0.37186, train accuracy: 0.9, val loss: 0.28373, val accuracy: 0.9122
INFO - 2020/03/07 01:36 -- 0:05:08 - Iter: 3100, train loss: 0.2201, train accuracy: 0.92, val loss: 0.28542, val accuracy: 0.9119
INFO - 2020/03/07 01:36 -- 0:05:20 - Iter: 3200, train loss: 0.16824, train accuracy: 0.95, val loss: 0.28148, val accuracy: 0.9126
INFO - 2020/03/07 01:37 -- 0:05:31 - Iter: 3300, train loss: 0.39817, train accuracy: 0.86, val loss: 0.28307, val accuracy: 0.9135
INFO - 2020/03/07 01:37 -- 0:05:42 - Iter: 3400, train loss: 0.29255, train accuracy: 0.92, val loss: 0.28179, val accuracy: 0.9106
INFO - 2020/03/07 01:37 -- 0:05:55 - Iter: 3500, train loss: 0.32719, train accuracy: 0.93, val loss: 0.27794, val accuracy: 0.9141
INFO - 2020/03/07 01:37 -- 0:06:06 - Iter: 3600, train loss: 0.37897, train accuracy: 0.86, val loss: 0.27729, val accuracy: 0.9139
INFO - 2020/03/07 01:37 -- 0:06:06 - 1th epoch finished, val epoch loss:0.28576, val epoch accuracy:0.91027
INFO - 2020/03/07 01:37 -- 0:06:06 - ------------------------------>Training 2th epoch<------------------------------
INFO - 2020/03/07 01:37 -- 0:06:16 - Iter: 3700, train loss: 0.24209, train accuracy: 0.9, val loss: 0.27776, val accuracy: 0.9119
INFO - 2020/03/07 01:38 -- 0:06:25 - Iter: 3800, train loss: 0.17907, train accuracy: 0.93, val loss: 0.27916, val accuracy: 0.9129
INFO - 2020/03/07 01:38 -- 0:06:35 - Iter: 3900, train loss: 0.25056, train accuracy: 0.92, val loss: 0.2768, val accuracy: 0.9117
INFO - 2020/03/07 01:38 -- 0:06:48 - Iter: 4000, train loss: 0.2375, train accuracy: 0.91, val loss: 0.28048, val accuracy: 0.9107
INFO - 2020/03/07 01:38 -- 0:06:59 - Iter: 4100, train loss: 0.21855, train accuracy: 0.94, val loss: 0.27855, val accuracy: 0.9115
INFO - 2020/03/07 01:38 -- 0:07:09 - Iter: 4200, train loss: 0.35897, train accuracy: 0.88, val loss: 0.27635, val accuracy: 0.9123
INFO - 2020/03/07 01:38 -- 0:07:18 - Iter: 4300, train loss: 0.2956, train accuracy: 0.9, val loss: 0.27437, val accuracy: 0.9155
INFO - 2020/03/07 01:39 -- 0:07:28 - Iter: 4400, train loss: 0.22208, train accuracy: 0.94, val loss: 0.27556, val accuracy: 0.9143
INFO - 2020/03/07 01:39 -- 0:07:39 - Iter: 4500, train loss: 0.30269, train accuracy: 0.91, val loss: 0.2757, val accuracy: 0.9117
INFO - 2020/03/07 01:39 -- 0:07:48 - Iter: 4600, train loss: 0.2077, train accuracy: 0.93, val loss: 0.26978, val accuracy: 0.9151
INFO - 2020/03/07 01:39 -- 0:07:58 - Iter: 4700, train loss: 0.30775, train accuracy: 0.9, val loss: 0.27517, val accuracy: 0.9148
INFO - 2020/03/07 01:39 -- 0:08:08 - Iter: 4800, train loss: 0.42172, train accuracy: 0.87, val loss: 0.27693, val accuracy: 0.9141
INFO - 2020/03/07 01:39 -- 0:08:20 - Iter: 4900, train loss: 0.19979, train accuracy: 0.93, val loss: 0.27935, val accuracy: 0.9126
INFO - 2020/03/07 01:40 -- 0:08:30 - Iter: 5000, train loss: 0.20374, train accuracy: 0.95, val loss: 0.26928, val accuracy: 0.9161
INFO - 2020/03/07 01:40 -- 0:08:42 - Iter: 5100, train loss: 0.27044, train accuracy: 0.92, val loss: 0.27292, val accuracy: 0.9158
INFO - 2020/03/07 01:40 -- 0:08:53 - Iter: 5200, train loss: 0.28631, train accuracy: 0.93, val loss: 0.27019, val accuracy: 0.9151
INFO - 2020/03/07 01:40 -- 0:09:02 - Iter: 5300, train loss: 0.34969, train accuracy: 0.9, val loss: 0.26752, val accuracy: 0.9164
INFO - 2020/03/07 01:40 -- 0:09:12 - Iter: 5400, train loss: 0.26098, train accuracy: 0.91, val loss: 0.26981, val accuracy: 0.9167
INFO - 2020/03/07 01:40 -- 0:09:12 - 2th epoch finished, val epoch loss:0.27476, val epoch accuracy:0.91384
INFO - 2020/03/07 01:40 -- 0:09:12 - ------------------------------>Training 3th epoch<------------------------------
INFO - 2020/03/07 01:40 -- 0:09:21 - Iter: 5500, train loss: 0.24408, train accuracy: 0.9, val loss: 0.26992, val accuracy: 0.9149
INFO - 2020/03/07 01:41 -- 0:09:31 - Iter: 5600, train loss: 0.15964, train accuracy: 0.97, val loss: 0.27896, val accuracy: 0.9138
INFO - 2020/03/07 01:41 -- 0:09:40 - Iter: 5700, train loss: 0.25588, train accuracy: 0.92, val loss: 0.26813, val accuracy: 0.9166
INFO - 2020/03/07 01:41 -- 0:09:50 - Iter: 5800, train loss: 0.24676, train accuracy: 0.93, val loss: 0.26981, val accuracy: 0.9158
INFO - 2020/03/07 01:41 -- 0:09:59 - Iter: 5900, train loss: 0.23456, train accuracy: 0.92, val loss: 0.27757, val accuracy: 0.914
INFO - 2020/03/07 01:41 -- 0:10:09 - Iter: 6000, train loss: 0.30326, train accuracy: 0.92, val loss: 0.27404, val accuracy: 0.9136
INFO - 2020/03/07 01:41 -- 0:10:18 - Iter: 6100, train loss: 0.27008, train accuracy: 0.91, val loss: 0.27403, val accuracy: 0.9172
INFO - 2020/03/07 01:42 -- 0:10:27 - Iter: 6200, train loss: 0.23789, train accuracy: 0.91, val loss: 0.27814, val accuracy: 0.9161
INFO - 2020/03/07 01:42 -- 0:10:39 - Iter: 6300, train loss: 0.2467, train accuracy: 0.9, val loss: 0.27961, val accuracy: 0.9135
INFO - 2020/03/07 01:42 -- 0:10:49 - Iter: 6400, train loss: 0.20071, train accuracy: 0.93, val loss: 0.27017, val accuracy: 0.9172
INFO - 2020/03/07 01:42 -- 0:10:58 - Iter: 6500, train loss: 0.26677, train accuracy: 0.93, val loss: 0.27072, val accuracy: 0.9161
INFO - 2020/03/07 01:42 -- 0:11:07 - Iter: 6600, train loss: 0.37913, train accuracy: 0.9, val loss: 0.27869, val accuracy: 0.9163
INFO - 2020/03/07 01:42 -- 0:11:17 - Iter: 6700, train loss: 0.23241, train accuracy: 0.93, val loss: 0.2761, val accuracy: 0.9164
INFO - 2020/03/07 01:43 -- 0:11:26 - Iter: 6800, train loss: 0.2052, train accuracy: 0.92, val loss: 0.26922, val accuracy: 0.9179
INFO - 2020/03/07 01:43 -- 0:11:36 - Iter: 6900, train loss: 0.24501, train accuracy: 0.91, val loss: 0.26964, val accuracy: 0.9191
INFO - 2020/03/07 01:43 -- 0:11:47 - Iter: 7000, train loss: 0.23466, train accuracy: 0.93, val loss: 0.26967, val accuracy: 0.9181
INFO - 2020/03/07 01:43 -- 0:11:58 - Iter: 7100, train loss: 0.37816, train accuracy: 0.91, val loss: 0.2702, val accuracy: 0.9167
INFO - 2020/03/07 01:43 -- 0:12:07 - Iter: 7200, train loss: 0.23673, train accuracy: 0.91, val loss: 0.27259, val accuracy: 0.9165
INFO - 2020/03/07 01:43 -- 0:12:07 - 3th epoch finished, val epoch loss:0.27318, val epoch accuracy:0.9161
INFO - 2020/03/07 01:43 -- 0:12:07 - ------------------------------>Training 4th epoch<------------------------------
INFO - 2020/03/07 01:43 -- 0:12:16 - Iter: 7300, train loss: 0.19251, train accuracy: 0.93, val loss: 0.26953, val accuracy: 0.9157
INFO - 2020/03/07 01:44 -- 0:12:25 - Iter: 7400, train loss: 0.16005, train accuracy: 0.94, val loss: 0.27752, val accuracy: 0.9157
INFO - 2020/03/07 01:44 -- 0:12:35 - Iter: 7500, train loss: 0.19075, train accuracy: 0.93, val loss: 0.27264, val accuracy: 0.9168
INFO - 2020/03/07 01:44 -- 0:12:44 - Iter: 7600, train loss: 0.17841, train accuracy: 0.94, val loss: 0.27354, val accuracy: 0.9157
INFO - 2020/03/07 01:44 -- 0:12:55 - Iter: 7700, train loss: 0.18461, train accuracy: 0.95, val loss: 0.27598, val accuracy: 0.9167
INFO - 2020/03/07 01:44 -- 0:13:04 - Iter: 7800, train loss: 0.15341, train accuracy: 0.93, val loss: 0.27339, val accuracy: 0.9147
INFO - 2020/03/07 01:44 -- 0:13:14 - Iter: 7900, train loss: 0.22065, train accuracy: 0.93, val loss: 0.2691, val accuracy: 0.9188
INFO - 2020/03/07 01:45 -- 0:13:23 - Iter: 8000, train loss: 0.14648, train accuracy: 0.93, val loss: 0.27597, val accuracy: 0.9171
INFO - 2020/03/07 01:45 -- 0:13:33 - Iter: 8100, train loss: 0.30589, train accuracy: 0.89, val loss: 0.27933, val accuracy: 0.9154
INFO - 2020/03/07 01:45 -- 0:13:42 - Iter: 8200, train loss: 0.15849, train accuracy: 0.94, val loss: 0.2739, val accuracy: 0.9171
INFO - 2020/03/07 01:45 -- 0:13:51 - Iter: 8300, train loss: 0.19704, train accuracy: 0.95, val loss: 0.27407, val accuracy: 0.9197
INFO - 2020/03/07 01:45 -- 0:14:00 - Iter: 8400, train loss: 0.25784, train accuracy: 0.92, val loss: 0.28117, val accuracy: 0.9154
INFO - 2020/03/07 01:45 -- 0:14:10 - Iter: 8500, train loss: 0.11426, train accuracy: 0.93, val loss: 0.27503, val accuracy: 0.9159
INFO - 2020/03/07 01:45 -- 0:14:18 - Iter: 8600, train loss: 0.15598, train accuracy: 0.93, val loss: 0.26719, val accuracy: 0.9191
INFO - 2020/03/07 01:46 -- 0:14:27 - Iter: 8700, train loss: 0.24445, train accuracy: 0.91, val loss: 0.2689, val accuracy: 0.9194
INFO - 2020/03/07 01:46 -- 0:14:36 - Iter: 8800, train loss: 0.22419, train accuracy: 0.93, val loss: 0.27245, val accuracy: 0.9179
INFO - 2020/03/07 01:46 -- 0:14:45 - Iter: 8900, train loss: 0.24653, train accuracy: 0.92, val loss: 0.27269, val accuracy: 0.9161
INFO - 2020/03/07 01:46 -- 0:14:56 - Iter: 9000, train loss: 0.20327, train accuracy: 0.94, val loss: 0.27056, val accuracy: 0.9193
INFO - 2020/03/07 01:46 -- 0:14:56 - 4th epoch finished, val epoch loss:0.2735, val epoch accuracy:0.91703
INFO - 2020/03/07 01:46 -- 0:14:56 - ------------------------------>Training 5th epoch<------------------------------
INFO - 2020/03/07 01:46 -- 0:15:06 - Iter: 9100, train loss: 0.13893, train accuracy: 0.96, val loss: 0.27189, val accuracy: 0.9153
INFO - 2020/03/07 01:46 -- 0:15:16 - Iter: 9200, train loss: 0.13093, train accuracy: 0.96, val loss: 0.27939, val accuracy: 0.9176
INFO - 2020/03/07 01:47 -- 0:15:26 - Iter: 9300, train loss: 0.22771, train accuracy: 0.9, val loss: 0.27286, val accuracy: 0.9223
INFO - 2020/03/07 01:47 -- 0:15:35 - Iter: 9400, train loss: 0.17286, train accuracy: 0.93, val loss: 0.27018, val accuracy: 0.9188
INFO - 2020/03/07 01:47 -- 0:15:44 - Iter: 9500, train loss: 0.18444, train accuracy: 0.95, val loss: 0.26886, val accuracy: 0.9191
INFO - 2020/03/07 01:47 -- 0:15:53 - Iter: 9600, train loss: 0.17155, train accuracy: 0.93, val loss: 0.27231, val accuracy: 0.9166
INFO - 2020/03/07 01:47 -- 0:16:03 - Iter: 9700, train loss: 0.23162, train accuracy: 0.91, val loss: 0.2691, val accuracy: 0.9211
INFO - 2020/03/07 01:47 -- 0:16:14 - Iter: 9800, train loss: 0.15377, train accuracy: 0.95, val loss: 0.27138, val accuracy: 0.9203
INFO - 2020/03/07 01:48 -- 0:16:28 - Iter: 9900, train loss: 0.17277, train accuracy: 0.94, val loss: 0.2727, val accuracy: 0.9188
INFO - 2020/03/07 01:48 -- 0:16:39 - Iter: 10000, train loss: 0.12447, train accuracy: 0.95, val loss: 0.27158, val accuracy: 0.9205
INFO - 2020/03/07 01:48 -- 0:16:49 - Iter: 10100, train loss: 0.16606, train accuracy: 0.96, val loss: 0.26977, val accuracy: 0.917
INFO - 2020/03/07 01:48 -- 0:17:00 - Iter: 10200, train loss: 0.31221, train accuracy: 0.89, val loss: 0.27353, val accuracy: 0.9175
INFO - 2020/03/07 01:48 -- 0:17:10 - Iter: 10300, train loss: 0.10062, train accuracy: 0.98, val loss: 0.27297, val accuracy: 0.9167
INFO - 2020/03/07 01:48 -- 0:17:20 - Iter: 10400, train loss: 0.17611, train accuracy: 0.94, val loss: 0.27366, val accuracy: 0.9168
INFO - 2020/03/07 01:49 -- 0:17:30 - Iter: 10500, train loss: 0.1884, train accuracy: 0.92, val loss: 0.26955, val accuracy: 0.9169
INFO - 2020/03/07 01:49 -- 0:17:41 - Iter: 10600, train loss: 0.07947, train accuracy: 0.97, val loss: 0.26735, val accuracy: 0.9196
INFO - 2020/03/07 01:49 -- 0:17:51 - Iter: 10700, train loss: 0.17295, train accuracy: 0.93, val loss: 0.26721, val accuracy: 0.9189
INFO - 2020/03/07 01:49 -- 0:18:01 - Iter: 10800, train loss: 0.13152, train accuracy: 0.97, val loss: 0.26962, val accuracy: 0.9216
INFO - 2020/03/07 01:49 -- 0:18:01 - 5th epoch finished, val epoch loss:0.27133, val epoch accuracy:0.91863
INFO - 2020/03/07 01:49 -- 0:18:01 - ------------------------------>Training 6th epoch<------------------------------
INFO - 2020/03/07 01:49 -- 0:18:10 - Iter: 10900, train loss: 0.13598, train accuracy: 0.96, val loss: 0.27006, val accuracy: 0.9184
INFO - 2020/03/07 01:49 -- 0:18:19 - Iter: 11000, train loss: 0.1587, train accuracy: 0.95, val loss: 0.28147, val accuracy: 0.9173
INFO - 2020/03/07 01:50 -- 0:18:28 - Iter: 11100, train loss: 0.24341, train accuracy: 0.91, val loss: 0.27628, val accuracy: 0.9196
INFO - 2020/03/07 01:50 -- 0:18:38 - Iter: 11200, train loss: 0.171, train accuracy: 0.93, val loss: 0.27383, val accuracy: 0.9177
INFO - 2020/03/07 01:50 -- 0:18:46 - Iter: 11300, train loss: 0.19387, train accuracy: 0.94, val loss: 0.27046, val accuracy: 0.918
INFO - 2020/03/07 01:50 -- 0:18:56 - Iter: 11400, train loss: 0.14425, train accuracy: 0.96, val loss: 0.27635, val accuracy: 0.9166
INFO - 2020/03/07 01:50 -- 0:19:05 - Iter: 11500, train loss: 0.23729, train accuracy: 0.92, val loss: 0.27043, val accuracy: 0.9203
INFO - 2020/03/07 01:50 -- 0:19:14 - Iter: 11600, train loss: 0.08846, train accuracy: 0.96, val loss: 0.27287, val accuracy: 0.9201
INFO - 2020/03/07 01:51 -- 0:19:23 - Iter: 11700, train loss: 0.25108, train accuracy: 0.93, val loss: 0.27555, val accuracy: 0.9195
INFO - 2020/03/07 01:51 -- 0:19:32 - Iter: 11800, train loss: 0.09586, train accuracy: 0.97, val loss: 0.27867, val accuracy: 0.9193
INFO - 2020/03/07 01:51 -- 0:19:41 - Iter: 11900, train loss: 0.20128, train accuracy: 0.94, val loss: 0.27252, val accuracy: 0.9184
INFO - 2020/03/07 01:51 -- 0:19:50 - Iter: 12000, train loss: 0.25389, train accuracy: 0.91, val loss: 0.2762, val accuracy: 0.9178
INFO - 2020/03/07 01:51 -- 0:19:59 - Iter: 12100, train loss: 0.13553, train accuracy: 0.94, val loss: 0.27286, val accuracy: 0.9202
INFO - 2020/03/07 01:51 -- 0:20:08 - Iter: 12200, train loss: 0.10193, train accuracy: 0.98, val loss: 0.27115, val accuracy: 0.9191
INFO - 2020/03/07 01:51 -- 0:20:17 - Iter: 12300, train loss: 0.12888, train accuracy: 0.92, val loss: 0.27088, val accuracy: 0.9198
INFO - 2020/03/07 01:52 -- 0:20:26 - Iter: 12400, train loss: 0.11695, train accuracy: 0.97, val loss: 0.27025, val accuracy: 0.9194
INFO - 2020/03/07 01:52 -- 0:20:35 - Iter: 12500, train loss: 0.28423, train accuracy: 0.94, val loss: 0.27212, val accuracy: 0.9188
INFO - 2020/03/07 01:52 -- 0:20:44 - Iter: 12600, train loss: 0.1768, train accuracy: 0.91, val loss: 0.27229, val accuracy: 0.9193
INFO - 2020/03/07 01:52 -- 0:20:44 - 6th epoch finished, val epoch loss:0.27357, val epoch accuracy:0.91887
INFO - 2020/03/07 01:52 -- 0:20:44 - ========================================
INFO - 2020/03/07 01:52 -- 0:20:44 - Early Stopping triggered after 7 epoches, calculating test accuracy...
INFO - 2020/03/07 01:52 -- 0:20:44 - ------------------------------>Training 7th epoch<------------------------------
INFO - 2020/03/07 01:52 -- 0:20:53 - Iter: 12700, train loss: 0.13943, train accuracy: 0.95, val loss: 0.27191, val accuracy: 0.9203
INFO - 2020/03/07 01:52 -- 0:21:02 - Iter: 12800, train loss: 0.08311, train accuracy: 0.97, val loss: 0.27359, val accuracy: 0.9205
INFO - 2020/03/07 01:52 -- 0:21:11 - Iter: 12900, train loss: 0.20515, train accuracy: 0.91, val loss: 0.27377, val accuracy: 0.9199
INFO - 2020/03/07 01:52 -- 0:21:20 - Iter: 13000, train loss: 0.13033, train accuracy: 0.97, val loss: 0.27025, val accuracy: 0.9188
INFO - 2020/03/07 01:53 -- 0:21:29 - Iter: 13100, train loss: 0.13074, train accuracy: 0.96, val loss: 0.27074, val accuracy: 0.9202
INFO - 2020/03/07 01:53 -- 0:21:38 - Iter: 13200, train loss: 0.13659, train accuracy: 0.95, val loss: 0.27375, val accuracy: 0.9185
INFO - 2020/03/07 01:53 -- 0:21:47 - Iter: 13300, train loss: 0.12306, train accuracy: 0.95, val loss: 0.27049, val accuracy: 0.921
INFO - 2020/03/07 01:53 -- 0:21:56 - Iter: 13400, train loss: 0.15177, train accuracy: 0.95, val loss: 0.27336, val accuracy: 0.9212
INFO - 2020/03/07 01:53 -- 0:22:04 - Iter: 13500, train loss: 0.18148, train accuracy: 0.92, val loss: 0.27424, val accuracy: 0.9206
INFO - 2020/03/07 01:53 -- 0:22:13 - Iter: 13600, train loss: 0.11619, train accuracy: 0.96, val loss: 0.27518, val accuracy: 0.9217
INFO - 2020/03/07 01:53 -- 0:22:22 - Iter: 13700, train loss: 0.19181, train accuracy: 0.94, val loss: 0.27335, val accuracy: 0.9208
INFO - 2020/03/07 01:54 -- 0:22:31 - Iter: 13800, train loss: 0.17978, train accuracy: 0.93, val loss: 0.275, val accuracy: 0.9205
INFO - 2020/03/07 01:54 -- 0:22:40 - Iter: 13900, train loss: 0.13266, train accuracy: 0.97, val loss: 0.27373, val accuracy: 0.9206
INFO - 2020/03/07 01:54 -- 0:22:49 - Iter: 14000, train loss: 0.12513, train accuracy: 0.96, val loss: 0.27162, val accuracy: 0.9215
INFO - 2020/03/07 01:54 -- 0:22:58 - Iter: 14100, train loss: 0.15434, train accuracy: 0.91, val loss: 0.27481, val accuracy: 0.9192
INFO - 2020/03/07 01:54 -- 0:23:07 - Iter: 14200, train loss: 0.0887, train accuracy: 0.98, val loss: 0.27352, val accuracy: 0.921
INFO - 2020/03/07 01:54 -- 0:23:16 - Iter: 14300, train loss: 0.1581, train accuracy: 0.95, val loss: 0.27234, val accuracy: 0.921
INFO - 2020/03/07 01:55 -- 0:23:25 - Iter: 14400, train loss: 0.09557, train accuracy: 0.95, val loss: 0.27292, val accuracy: 0.9216
INFO - 2020/03/07 01:55 -- 0:23:25 - 7th epoch finished, val epoch loss:0.27303, val epoch accuracy:0.92049
INFO - 2020/03/07 01:55 -- 0:23:25 - ========================================
INFO - 2020/03/07 01:55 -- 0:23:25 - Early Stopping triggered after 8 epoches, calculating test accuracy...
INFO - 2020/03/07 01:55 -- 0:23:25 - ------------------------------>Training 8th epoch<------------------------------
INFO - 2020/03/07 01:55 -- 0:23:34 - Iter: 14500, train loss: 0.10758, train accuracy: 0.95, val loss: 0.27359, val accuracy: 0.9218
INFO - 2020/03/07 01:55 -- 0:23:43 - Iter: 14600, train loss: 0.09212, train accuracy: 0.98, val loss: 0.27394, val accuracy: 0.9206
INFO - 2020/03/07 01:55 -- 0:23:51 - Iter: 14700, train loss: 0.23582, train accuracy: 0.93, val loss: 0.27338, val accuracy: 0.9215
INFO - 2020/03/07 01:55 -- 0:24:00 - Iter: 14800, train loss: 0.08851, train accuracy: 0.98, val loss: 0.27157, val accuracy: 0.9214
INFO - 2020/03/07 01:55 -- 0:24:09 - Iter: 14900, train loss: 0.09692, train accuracy: 0.98, val loss: 0.2718, val accuracy: 0.9204
INFO - 2020/03/07 01:55 -- 0:24:18 - Iter: 15000, train loss: 0.09011, train accuracy: 0.97, val loss: 0.27363, val accuracy: 0.9204
INFO - 2020/03/07 01:56 -- 0:24:27 - Iter: 15100, train loss: 0.1407, train accuracy: 0.95, val loss: 0.27286, val accuracy: 0.9212
INFO - 2020/03/07 01:56 -- 0:24:36 - Iter: 15200, train loss: 0.10112, train accuracy: 0.97, val loss: 0.27125, val accuracy: 0.9217
